Sourcerecord ID,Source Title,Print-ISSN,E-ISSN,Titles discontinued by Scopus due to quality issues,Coverage,2017 CiteScore,"2017
94159,Proceedings of the IEEE Southwest Symposium on Image Analysis and Interpretation,,,,"2016, 2014, 2012, 2010, 2008, 2006, 2004, 2002, 2000, 1998, 1996",1.5,0.171,0.668,,0.221,0.915,,0.155,0.501,1706; 1707; 1712; 
23681,Proceedings of the IEEE Symposium on Computer-Based Medical Systems,10637125,,,1992-2019,1.0,0.183,0.496,1.2,0.225,0.494,1.4,0.275,0.538,1706; 2741; 
12906,Proceedings of the IEEE Symposium on Reliable Distributed Systems,10609857,,,"2019, 1994-2017, 1992",1.3,0.202,0.625,2.0,0.209,0.830,3.0,0.334,1.132,1705; 1708; 2614; 1712; 
101599,Proceedings of the IEEE Ultrasonics Symposium,10510117,,,"1991-2010, 1984, 1970",,,,,,,,,,3102; 
56554,Proceedings of the IEEE Visualization Conference,,,,"2005, 1995-2003",,,,,,,,,,1704; 2200; 1700; 1712; 
14939,Proceedings of the IEEE VLSI Test Symposium,,,,"1994-2019, 1991-1992",1.9,0.266,0.684,1.7,0.207,0.685,1.7,0.305,1.034,2208; 1706; 
100345,Proceedings of the IEEE Working Conference on Current Measurement,,,,"2003, 1999, 1995",,,,,,,,,,3105; 
76464,Proceedings of the IEEE/ASME Joint Railroad Conference,,,,1994-2003,,,,,,,,,,2208; 2210; 2212; 
25994,Proceedings of the IEEE/CPMT International Electronics Manufacturing Technology (IEMT) Symposium,10898190,,,"2015-2016, 2012, 2010, 2006-2008, 2002-2004, 1994-2000",0.2,0.100,0.100,,0.102,0.040,,0.105,0.361,2208; 2209; 
25533,Proceedings of the Information Visualization Conference,10939547,,,"2019, 2001-2016, 1999, 1995-1997",1.3,0.158,0.580,,0.136,0.618,1.2,0.149,0.648,1707; 1711; 1712; 
21100861094,Proceedings of the International Association of Hydrological Sciences,21998981,2199899X,,2015-2019,,,0.416,,,0.632,1.0,0.301,0.340,1900; 
21100255701,"Proceedings of the International Astronautical Congress, IAC",00741795,,,2012-2019,0.2,0.116,0.304,0.3,0.115,0.337,0.3,0.190,0.298,1912; 3103; 2202; 
57584,Proceedings of the International Conference on Applications of Advanced Technologies in Transportation Engineering,,,,"2004, 2002, 1998, 1996",,,,,,,,,,2200; 
110748,"Proceedings of the International Conference on Artificial Intelligence, IC-AI'04",,,,2004-2005,,,,,,,,,,1702; 
68258,Proceedings of the International Conference on Dependable Systems and Networks,,,,"2003-2015, 2001",,0.390,2.358,,0.484,3.810,,,,1705; 1708; 1712; 
32213,"Proceedings of the International Conference on Embedded Systems and Applications ESA'04 - Proceedings of the International Conference on VLSI, VLSI'04",,,,2003-2004,,,,,,,,,,2200; 
83573,Proceedings of the International Conference on Estuarine and Coastal Modeling,,,,"2012, 2010, 2008, 2006, 2004, 2002, 2000, 1996-1997",,,,,,,,,,1909; 2611; 2205; 
81992,"Proceedings of the International Conference on Imaging Science, Systems and Technology, CISST'04",,,,2003-2004,,,,,,,,,,2200; 
96864,"Proceedings of the International Conference on Information and Knowledge Engineering , IKE'04",,,,2003-2004,,,,,,,,,,2200; 
92187,Proceedings of the International Conference on Mathematics and Engineering Techniques in Medicine and Biological Sciences,,,,2003-2004,,,,,,,,,,2200; 
89093,Proceedings of the International Conference on Microelectronics,,,,"2004, 1999, 1997, 1995",,,,,,,,,,2200; 
144854,"Proceedings of the International Conference on Microelectronics, ICM",,,,"2016, 2014, 1999-2012",1.2,0.130,0.346,,0.123,0.380,,0.111,0.104,2208; 
91440,Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering - OMAE,,,,"2001-2019, 1993-1998",1.0,0.356,0.598,0.9,0.290,0.483,0.8,0.282,0.486,2210; 2102; 2212; 
32214,Proceedings of the International Conference on Parallel and Distributed Processing Techniques and Applications,,,,2003-2004,,,,,,,,,,2200; 
69957,Proceedings of the International Conference on Parallel and Distributed Systems - ICPADS,,,,"2004-2019, 2001-2002, 1996-1998",1.1,0.172,0.453,1.4,0.204,0.690,1.5,0.269,0.649,1708; 
93698,"Proceedings of the International Conference on Radioactive Waste Management and Environmental Remediation, ICEM",,,,"2013, 2009-2011, 2001-2003, 1995",,,,,,,,,,2311; 2102; 2213; 
84930,Proceedings of the International Conference on Security and Management,,,,2003-2004,,,,,,,,,,2200; 
87166,"Proceedings of the International Conference on Software Engineering Research and Practice, SERP'04",,,,2003-2004,,,,,,,,,,2200; 
56825,Proceedings of the International Conference on Supercomputing,,,,1995-2016,4.1,0.288,1.486,,0.387,2.456,,0.327,2.141,1700; 
70612,Proceedings of the International Conference on Tools with Artificial Intelligence,10636730,,,"2001-2003, 1993-1999",,,,,,,,,,1712; 
65797,Proceedings of the International Conference on Wireless Networks,,,,2003-2004,,,,,,,,,,2200; 
12323,"Proceedings of the International Database Engineering and Applications Symposium, IDEAS",10988068,,,"1999-2007, 1997",,,,,,,,,,2200; 1700; 
110665,Proceedings of the International Instrumentation Symposium,02777576,,,"2016, 2001-2014, 1992",0.1,0.100,0.000,,0.101,0.000,,0.132,0.580,2200; 3105; 
96537,Proceedings of the International Joint Conference on Neural Networks,,,,"2008-2019, 2005, 1999-2003, 1993",1.7,0.257,0.557,1.6,0.286,0.718,1.6,0.366,0.743,1702; 1712; 
77392,Proceedings of the International Offshore and Polar Engineering Conference,,,,"1994-2019, 1990",0.6,0.265,0.434,0.6,0.261,0.396,0.6,0.211,0.347,2210; 2212; 2102; 
93998,"Proceedings of the International Pipeline Conference, IPC",,,,"2002, 1998, 1996",,,,,,,,,,2200; 
100824,"Proceedings of the International Semiconductor Conference, CAS",,,,"2007-2015, 1995-2005",,0.133,0.319,,0.118,0.298,,,,2208; 3104; 2504; 
87244,"Proceedings of the International Symposium and Exhibition on Advanced Packaging Materials Processes, Properties and Interfaces",,,,"2004-2008, 2000-2001, 1997-1998",,,,,,,,,,2200; 2500; 
86371,Proceedings of the International Symposium on Corrosion in the Pulp and Paper Industry,,,,"2004, 1998",,,,,,,,,,2200; 
89124,Proceedings of the International Symposium on Mobile Ad Hoc Networking and Computing (MobiHoc),,,,2002-2016,5.4,0.496,1.951,,0.660,1.940,,0.862,1.601,1705; 1708; 1712; 
26694,Proceedings of The International Symposium on Multiple-Valued Logic,0195623X,,,"2012-2019, 1986-2010, 1983, 1979-1981, 1976",1.1,0.265,0.816,1.0,0.253,0.893,1.3,0.321,0.784,2600; 1700; 
12368,"Proceedings of the International Symposium on Parallel Architectures, Algorithms and Networks, I-SPAN",10874089,,,"2008, 2004-2005, 2002, 1999, 1996, 1994",,,,,,,,,,1700; 
72917,Proceedings of the International Symposium on Physical Design,,,,1997-2016,5.6,0.359,1.546,,0.402,2.424,,0.377,3.216,2208; 
69486,"Proceedings of the International Symposium on Symbolic and Algebraic Computation, ISSAC",,,,1996-2015,,0.603,2.470,,0.461,0.998,,,,2600; 
92345,Proceedings of the International Symposium on Test and Measurement,,,,"2009, 2003, 2001, 1999, 1997",,,,,,,,,,2200; 
60332,Proceedings of the International Thermal Spray Conference,,,,"2015-2016, 2012-2013, 2009, 2006-2007, 2004, 2000-2001, 1998",0.2,0.120,0.122,,0.108,0.127,,0.109,0.092,2505; 2508; 3110; 
89883,"Proceedings of the International Workshop on High-Level Programming Models and Supportive Environments, HIPS",,,,"2003-2004, 1997",,,,,,,,,,1700; 
59790,Proceedings of the International Workshop on Network and Operating System Support for Digital Audio and Video,,,,"2012-2013, 2008-2010, 2001-2006, 1997",,,,,,,,,,1705; 2214; 1712; 
19290,Proceedings of the International Workshop on Rapid System Prototyping,10746005,,,"2019, 2009-2011, 1995-2007, 1991-1993",,,,,,,0.0,,,1700; 
99519,Proceedings of the International Workshop on Temporal Representation and Reasoning,,,,"2013-2014, 2011, 2000-2008, 1997",,0.307,2.378,,,,,,,2600; 
88333,Proceedings of the ISOPE Ocean Mining Symposium,,,,"2015, 2013, 2011, 2009, 2007, 2005, 2001-2003, 1999, 1995",,,,,,,,,,2212; 1909; 
85783,Proceedings of the Joint Conference on Information Sciences,,,,"2002, 2000, 1998, 1994",,,,,,,,,,1700; 
57064,Proceedings of the Mediterranean Electrotechnical Conference - MELECON,,,,"2014, 2012, 2010, 2008, 2006, 2004, 2002, 2000, 1998, 1996, 1994",,0.141,0.731,,,,,,,2208; 
63881,Proceedings of the Middle East Oil Show,,,,"2003, 2001, 1999, 1997, 1995, 1993, 1991",,,,,,,,,,1907; 1909; 
78337,Proceedings of the National Conference on Artificial Intelligence,,,,"2014-2015, 2010-2012, 2004-2008, 2002, 1996-1999, 1993-1994",,0.545,2.131,,0.630,2.850,,,,1702; 1712; 
70913,Proceedings of the National Symposium on Civil Engineering History,,,,"2002, 1998, 1996",,,,,,,,,,2200; 
63526,"Proceedings of the National Technical Meeting, Institute of Navigation",,,,"2004, 1996-1997, 1993-1994, 1991, 1984",,,,,,,,,,2200; 
62873,Proceedings of the SICE Annual Conference,,,,"2010-2014, 2007-2008, 2003-2005, 2001, 1994-1999",,0.122,0.165,,,,,,,2208; 1706; 2207; 
76005,Proceedings of the SIGGRAPH/Eurographics Workshop on Graphics Hardware,,,,"2002-2009, 2000, 1997-1998",,,,,,,,,,1706; 1708; 
89059,Proceedings of the SPE Asia Pacific Conference on Integrated Modelling for Asset Management,,,,"2004, 2000, 1998",,,,,,,,,,1400; 
38488,Proceedings of the SPE International Petroleum Conference and Exhibition of Mexico,,,,"2002, 2000, 1998, 1996, 1994",,,,,,,,,,2200; 
71830,Proceedings of the SPE Latin American and Caribbean Petroleum Engineering Conference,,,,"2007, 2003, 1994",,,,,,,,,,1907; 
53035,Proceedings of the SPE/ICoTA Coiled Tubing Roundtable Conf,,,,"2002-2003, 1998-1999",,,,,,,,,,2200; 
88178,Proceedings of the SPE/ISRM Rock Mechanics in Petroleum Engineering Conference,,,,"2002, 1998",,,,,,,,,,1900; 2200; 
77713,Proceedings of the Symposium on Interactive 3D Graphics,,,,"2013-2014, 2011, 2005-2006, 2003, 2001, 1999, 1997, 1995",,0.239,1.652,,,,,,,1704; 1709; 1712; 
56132,Proceedings of the Symposium on Solid Modeling and Applications,,,,"2001-2003, 1999, 1997",,,,,,,,,,2200; 
100718,"Proceedings of the Technical Association of the Graphic Arts, TAGA",,,,"2001-2014, 1998",,0.101,0.000,,,,,,,1213; 2214; 
82952,Proceedings of the TMS Fall Extraction and Processing Conference,,,,"2003-2004, 1999-2000",,,,,,,,,,1506; 
84269,Proceedings of the TMS Fall Meeting,,,,"1997-2002, 1994-1995",,,,,,,,,,2200; 
21100199855,Proceedings of the VLDB Endowment,21508097,,,2008-2019,7.7,1.115,2.714,7.5,0.760,2.818,8.0,1.680,2.159,1700; 1701; 
82093,Proceedings of the Watershed Management Symposium,,,,"2015, 2004, 2000",,0.101,0.000,,0.352,0.134,,,,2312; 
29727,Proceedings of The Western Snow Conference,01610589,,,"2000-2002, 1991, 1975-1985",,,,,0.106,,,0.106,,1902; 3313; 2205; 
120165,"Proceedings of the Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises, WET ICE",15244547,,,"2012-2014, 2000-2010, 1998, 1995-1996, 1993",,0.165,0.704,,,,,,,1708; 1712; 
64027,"Proceedings of the Workshop on Parallel and Distributed Simulation, PADS",10844097,,,"2004, 1997-2001",,,,,,,,,,2200; 
55822,Proceedings of the World Congress on Intelligent Control and Automation (WCICA),,,,"2015, 2010-2012, 2008, 2006, 2004, 2002, 2000",,0.135,0.248,,0.135,0.236,,,,1706; 1712; 2207; 
31941,Proceedings of the World Petroleum Congress,00842176,,,"2006, 2002, 2000, 1984",,,,,,,,,,2200; 
16368,"Proceedings, Annual Convention - Gas Processors Association",00968870,,,"1996-2016, 1990-1991, 1976-1985",0.0,0.100,0.029,,0.101,0.019,,0.100,0.000,2102; 
13299,"Proceedings, Annual Technical Conference - Society of Vacuum Coaters",07375921,05606543,,"2005, 2003, 2001, 1992-1999, 1990, 1977-1988, 1973-1975, 1970-1971",,,,,,,,,,2508; 1507; 3110; 2210; 
28890,Proceedings. The Computer Security Foundations Workshop III,10636900,,,"2012-2015, 1995-2006, 1990-1993",,0.435,2.402,,0.501,1.902,,,,1712; 
73786,"Proceedings/STC, Society for Technical Communication Annual Conference",,,,"2001-2004, 1996-1997",,,,,,,,,,2200; 
25039,"Program Comprehension, Workshop Proceedings",10928138,,,"2004, 1996-1998, 1994",,,,,,,,,,2200; 
130022,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,16057422,,,2004-2020,1.0,0.243,0.300,1.0,0.234,0.282,1.1,0.269,0.298,2741; 2502; 3107; 2504; 
13814,Progress in Water Resources,,,,"2003, 2001",,,,,,,,,,2200; 
54093,"Record - IEEE PLANS, Position Location and Navigation Symposium",,,,"2014, 2012, 2010, 2008, 2006, 2004, 2002, 2000, 1998, 1996, 1994, 1992, 1990, 1988, 1986, 1984, 1982, 1980",,0.233,1.257,,,,,,,2208; 1706; 1712; 
87615,Record of Conference Papers - Annual Petroleum and Chemical Industry Conference,00903507,,,"2016, 2010-2014, 1994-2008, 1983-1990, 1979-1981",0.6,0.134,0.393,,0.100,0.063,,0.100,0.000,2102; 2103; 
14933,"Records of the IEEE International Workshop on Memory Technology, Design and Testing",10874852,,,"1999-2007, 1995-1997",,,,,,,,,,2214; 
55893,Reverse Engineering - Working Conference Proceedings,,,,"2003, 1995-2001",,,,,,,,,,2200; 
40011,"Risk-Based Decision Making in Water Resources, Proceedings of the Conference",,,,"2002, 1996-1997, 1994",,,,,,,,,,1900; 2300; 
80685,SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference Proceedings,,,,"2015, 2013, 2011, 2009, 2007, 2005, 2003, 2001, 1999, 1997, 1995",,0.139,0.340,,0.140,0.430,,,,2208; 3104; 
5100152902,SEG Technical Program Expanded Abstracts,10523812,,,"2011-2017, 2006-2009, 2000-2004",1.0,0.217,0.222,1.2,0.310,0.469,,0.360,0.354,1908; 1909; 
62431,SIAM Proceedings Series,,,,2004-2005,,,,,,,,,,2600; 
64380,SID Conference Record of the International Display Research Conference,10831312,,,"2010-2011, 2005-2008, 2000-2002, 1997",,,,,,,,,,2208; 
36260,"SIGCSE Bulletin (Association for Computing Machinery, Special Interest Group on Computer Science Education)",00978418,,,1969-2004,,,,,,,,,,1708; 1106; 1712; 
84266,"Society for Imaging Science and Technology: Image Processing, Image Quality, Image Capture, Systems Conference",,,,1998-2003,,,,,,,,,,2200; 1700; 
18620,"Software Engineering Education Conference, Proceedings",10930175,,,"2015, 2013, 2010, 1999-2008, 1996-1997",,0.104,0.907,,0.136,0.360,,,,3304; 1712; 
85346,Space Congress Proceedings,05846099,,,"1999-2003, 1997, 1993, 1991, 1988, 1981-1984, 1978-1979, 1976",,,,,0.102,,,0.102,,2202; 
33921,SPE - Asia Pacific Oil and Gas Conference,,,,"2007, 2000-2003, 1994-1998",,,,,,,,,,2102; 2103; 
79877,SPE - DOE Improved Oil Recovery Symposium Proceedings,,,,"2016, 2014, 2012, 2010, 2008, 2006, 2004, 2000",1.7,0.110,0.083,,0.110,0.077,,0.108,0.010,2102; 1500; 
36152,"SPE - European Formation Damage Control Conference, Proceedings",,,,"2013-2015, 2007, 2003, 2001, 1999, 1997",,0.123,0.000,,0.124,0.000,,,,1909; 2102; 
52957,SPE Hydrocarbon Economics and Evaluation Symposium,,,,"2016, 2014, 2012, 2010, 2007, 2005, 2003, 2001, 1999, 1997, 1995, 1993, 1989, 1981, 1979",1.2,0.185,0.506,,0.183,0.360,,0.154,0.755,1909; 2102; 
101153,SPE International Formation Damage Control Symposium Proceedings,,,,"2016, 2012, 2010, 2008, 2006, 2004, 2002, 2000",0.3,0.107,0.256,,0.146,0.429,,0.148,0.307,1909; 2102; 
120139,SPE International Oilfield Chemistry Symposium Proceedings,,,,"2019, 2017, 2015, 2013, 2011, 2009, 2007, 2005, 2003, 2001, 1999, 1997, 1995, 1975, 1973",1.9,0.216,0.776,2.4,0.236,0.623,1.2,0.292,0.746,2102; 1500; 1600; 
91802,SPE International Thermal Operations and Heavy Oil Symposium Proceedings,,,,"2004-2005, 2001-2002",,,,,,,,,,2200; 
53367,SPE Proceedings - Gas Technology Symposium,,,,"2006, 2002, 2000, 1998, 1996",,,,,,,,,,2200; 
52825,SPE Western Regional/AAPG Pacific Section Joint Meeting,,,,2002-2003,,,,,,,,,,2200; 1909; 
36693,SPE/EPA Exploration and Production Environmental Conference,,,,"2003, 1999, 1995",,,,,,,,,,1909; 2305; 
71713,SPE/IADC Drilling Conference,,,,"2003-2004, 2001",,,,,,,,,,1909; 
21100255398,Springer Proceedings in Mathematics and Statistics,21941009,21941017,,2012-2020,0.5,0.226,0.325,0.5,0.206,0.345,0.5,0.217,0.346,2600; 
73654,Steelmaking Conference Proceedings,07317735,,,"2002, 1996, 1994, 1991, 1985, 1981-1982",,,,,,,,,,2506; 
88815,STLE Annual Meeting Preprints,,,,2004-2006,,,,,,,,,,2200; 
39210,TAPPI Advanced Coating Fundamentals Symposium,,,,"2003, 2001",,,,,,,,,,2508; 
30175,Tappi Coating and Graphic Arts Conference and Trade Fair,,,,2002-2003,,,,,,,,,,2508; 
76016,TAPPI European PLACE Conference,,,,"2011-2013, 2009, 2007, 2005, 2003",,,,,,,,,,2210; 2500; 2214; 1500; 1600; 
144904,TAPPI Fall Technical Conference,,,,2003-2004,,,,,,,,,,2200; 
96649,TAPPI PLACE Conference,,,,"2004, 2002",,,,,,,,,,2200; 
36419,TAPPI Proceedings - Environmental Conference &amp; Exhibit,,,,"2003, 2000, 1998",,,,,,,,,,2200; 2500; 
26008,Technical Digest - GaAs IC Symposium (Gallium Arsenide Integrated Circuit),,,,"1992-2003, 1983-1990",,,,,,,,,,2208; 
26142,Technical Digest - International Electron Devices Meeting,01631918,,,"2015-2019, 1980-2013, 1961",3.7,0.586,1.345,5.1,0.834,1.022,3.3,0.964,1.088,2505; 2208; 3104; 2504; 
17938,Technical Paper - Society of Manufacturing Engineers. IQ,01611860,,,"2002, 1995-1999",,,,,,,,,,2200; 
95054,Technische Akademie Esslingen International Tribology Colloquium Proceedings,,,,"2008, 2006, 2004",,,,,,,,,,2505; 2508; 1500; 
14589,Theoretical and Applied Mechanics,02856042,,,"1999-2002, 1996-1997, 1990-1992, 1985-1986",,,,,,,,,,2211; 
77971,Thermomechanical Phenomena in Electronic Systems -Proceedings of the Intersociety Conference,,,,"2014, 2006, 2004, 2002, 2000, 1998, 1996",,0.199,0.597,,,,,,,2505; 2208; 3104; 2504; 
70943,TMS Annual Meeting,,,,"2000-2016, 1995-1998",0.4,0.134,0.156,,0.128,0.147,,0.111,0.101,2506; 2211; 3104; 
27261,TMS Light Metals,01470809,,,"2003-2016, 1970",0.9,0.159,0.446,,0.138,0.222,,0.147,0.553,2505; 2506; 3104; 
110646,Transactions - Geothermal Resources Council,01935933,,,"1999-2018, 1996-1997, 1988-1993, 1979-1985",0.5,0.210,0.479,0.5,0.263,0.441,0.5,0.135,0.125,1908; 2102; 2105; 
14640,Transactions of the North American Manufacturing Research Institute of SME,10473025,,,2003-2014,,0.130,0.179,,,,,,,2209; 2210; 
21100448300,Transportation Research Procedia,23521457,23521465,,2014-2019,0.9,0.301,0.714,1.6,0.601,0.847,2.5,0.476,0.945,3313; 
82223,UIST (User Interface Software and Technology): Proceedings of the ACM Symposium,,,,1995-2002,,,,,,,,,,1708; 
74046,Web3D Symposium Proceedings,,,,"2010, 2003-2006",,,,,,,,,,1704; 1705; 1712; 
64644,Winter Simulation Conference Proceedings,02750708,,,"1993-2003, 1980-1991",,,,,0.102,,,0.102,,2604; 1504; 2213; 2611; 1712; 
6000195383,WIT Transactions on Biomedicine and Health,17433525,,Discontinued by Scopus,"2013-2014, 2011, 2009, 2006-2007",,0.102,0.031,,,,,,,2739; 1706; 2204; 2611; 
6000195382,WIT Transactions on Engineering Sciences,17433533,,,"2017-2019, 2006-2014",0.2,0.106,0.095,0.3,0.135,0.244,0.4,0.136,0.289,1603; 1507; 2211; 2500; 2206; 
5700191222,WIT Transactions on Information and Communication Technologies,17433517,,Discontinued by Scopus,"2012-2014, 2006-2010",,0.101,0.035,,,,,,,1700; 1404; 
144842,WIT Transactions on Modelling and Simulation,17464064,,Discontinued by Scopus,2005-2014,,0.106,0.098,,,,,,,2605; 2611; 
5700191221,WIT Transactions on the Built Environment,17433509,,,"2017-2019, 2001-2014, 1996",0.6,0.130,0.371,0.1,0.117,0.154,0.3,0.140,0.184,1706; 3311; 1201; 2213; 3313; 2203; 2215; 2205; 2216; 
